1	A1BG	1	11167	A1bg	MGI:2152878	NA	NA
10289	CLN3	1201	37259	Cln3	MGI:107537	MP:0005370	NA
10290	CLN3	1201	37259	Cln3	MGI:107537	MP:0005386	NA
10291	CLN3	1201	37259	Cln3	MGI:107537	MP:0005389	NA
10292	CLN3	1201	37259	Cln3	MGI:107537	MP:0010768	NA
10293	CLN3	1201	37259	Cln3	MGI:107537	MP:0003631	NA
10294	CLN3	1201	37259	Cln3	MGI:107537	MP:0005391	NA
10295	CLN3	1201	37259	Cln3	MGI:107537	MP:0005367	NA
10296	CLN5	1203	4738	Cln5	MGI:2442253	MP:0003631	NA
10297	CLN5	1203	4738	Cln5	MGI:2442253	MP:0005391	NA
10298	CLN6	54982	9898	Cln6	MGI:2159324	MP:0005397	NA
10299	CLN6	54982	9898	Cln6	MGI:2159324	MP:0010768	NA
10300	CLN6	54982	9898	Cln6	MGI:2159324	MP:0005386	NA
10301	CLN6	54982	9898	Cln6	MGI:2159324	MP:0005376	NA
10302	CLN6	54982	9898	Cln6	MGI:2159324	MP:0003631	NA
10303	CLN6	54982	9898	Cln6	MGI:2159324	MP:0005391	NA
10304	CLN8	2055	10340	Cln8	MGI:1349447	MP:0001186	NA
10305	CLN8	2055	10340	Cln8	MGI:1349447	MP:0005389	NA
10306	CLN8	2055	10340	Cln8	MGI:1349447	MP:0010768	NA
10307	CLN8	2055	10340	Cln8	MGI:1349447	MP:0005386	NA
10308	CLN8	2055	10340	Cln8	MGI:1349447	MP:0005391	NA
10309	CLN8	2055	10340	Cln8	MGI:1349447	MP:0003631	NA
10310	CLNK	116449	8450	Clnk	MGI:1351468	MP:0005397	NA
10311	CLNK	116449	8450	Clnk	MGI:1351468	MP:0005387	NA
10312	CLNS1A	1207	990	Clns1a	MGI:109638	MP:0005384	NA
10313	CLNS1A	1207	990	Clns1a	MGI:109638	MP:0010768	NA
10314	CLOCK	9575	3603	Clock	MGI:99698	MP:0003631	NA
10315	CLOCK	9575	3603	Clock	MGI:99698	MP:0005381	NA
10316	CLOCK	9575	3603	Clock	MGI:99698	MP:0005375	NA
10317	CLOCK	9575	3603	Clock	MGI:99698	MP:0005379	NA
10318	CLOCK	9575	3603	Clock	MGI:99698	MP:0002873	NA
10319	CLOCK	9575	3603	Clock	MGI:99698	MP:0010771	NA
10320	CLOCK	9575	3603	Clock	MGI:99698	MP:0005389	NA
10321	CLOCK	9575	3603	Clock	MGI:99698	MP:0005378	NA
10322	CLOCK	9575	3603	Clock	MGI:99698	MP:0005385	NA
10323	CLOCK	9575	3603	Clock	MGI:99698	MP:0005386	NA
10324	CLOCK	9575	3603	Clock	MGI:99698	MP:0005370	NA
10325	CLOCK	9575	3603	Clock	MGI:99698	MP:0005384	NA
10326	CLOCK	9575	3603	Clock	MGI:99698	MP:0005376	NA
10327	CLP1	10978	4975	Clp1	MGI:2138968	MP:0010771	NA
10328	CLP1	10978	4975	Clp1	MGI:2138968	MP:0005395	NA
10329	CLP1	10978	4975	Clp1	MGI:2138968	MP:0005378	NA
10330	CLP1	10978	4975	Clp1	MGI:2138968	MP:0003631	NA
10331	CLP1	10978	4975	Clp1	MGI:2138968	MP:0005369	NA
10332	CLP1	10978	4975	Clp1	MGI:2138968	MP:0005384	NA
10333	CLP1	10978	4975	Clp1	MGI:2138968	MP:0005387	NA
10334	CLP1	10978	4975	Clp1	MGI:2138968	MP:0005390	NA
10335	CLP1	10978	4975	Clp1	MGI:2138968	MP:0005388	NA
10336	CLP1	10978	4975	Clp1	MGI:2138968	MP:0005386	NA
10337	CLP1	10978	4975	Clp1	MGI:2138968	MP:0010768	NA
10338	CLP1	10978	4975	Clp1	MGI:2138968	MP:0005397	NA
10339	CLP1	10978	4975	Clp1	MGI:2138968	MP:0002006	NA
10340	CLPB	81570	32067	Clpb	MGI:1100517	NA	NA
10341	CLPP	8192	4385	Clpp	MGI:1858213	MP:0005384	NA
10342	CLPP	8192	4385	Clpp	MGI:1858213	MP:0010768	NA
10343	CLPP	8192	4385	Clpp	MGI:1858213	MP:0010771	NA
10344	CLPP	8192	4385	Clpp	MGI:1858213	MP:0005397	NA
10345	CLPP	8192	4385	Clpp	MGI:1858213	MP:0005378	NA
10346	CLPP	8192	4385	Clpp	MGI:1858213	MP:0005379	NA
10347	CLPP	8192	4385	Clpp	MGI:1858213	MP:0005380	NA
10348	CLPP	8192	4385	Clpp	MGI:1858213	MP:0005386	NA
10349	CLPP	8192	4385	Clpp	MGI:1858213	MP:0005387	NA
10350	CLPP	8192	4385	Clpp	MGI:1858213	MP:0005389	NA
10351	CLPS	1208	1383	Clps	MGI:88421	MP:0005381	NA
10352	CLPS	1208	1383	Clps	MGI:88421	MP:0005386	NA
10353	CLPS	1208	1383	Clps	MGI:88421	MP:0005378	NA
10354	CLPS	1208	1383	Clps	MGI:88421	MP:0010768	NA
10355	CLPS	1208	1383	Clps	MGI:88421	MP:0010771	NA
10356	CLPS	1208	1383	Clps	MGI:88421	MP:0005375	NA
10357	CLPS	1208	1383	Clps	MGI:88421	MP:0005382	NA
10358	CLPS	1208	1383	Clps	MGI:88421	MP:0005376	NA
10359	CLPSL2	389383	86835	Clpsl2	MGI:2685595	NA	NA
10360	CLPTM1	1209	37464	Clptm1	MGI:1927155	NA	NA
10361	CLPTM1L	81037	12767	Clptm1l	MGI:2442892	NA	NA
10362	CLPX	10845	4851	Clpx	MGI:1346017	NA	NA
10363	CLRN1	7401	17738	Clrn1	MGI:2388124	MP:0005377	NA
10364	CLRN1	7401	17738	Clrn1	MGI:2388124	MP:0003631	NA
10365	CLRN1	7401	17738	Clrn1	MGI:2388124	MP:0005386	NA
10366	CLRN2	645104	84057	Clrn2	MGI:3646230	NA	NA
10367	CLRN3	119467	17544	Clrn3	MGI:2142022	NA	NA
10368	CLSPN	63967	11138	Clspn	MGI:2445153	NA	NA
10369	CLSTN1	22883	8814	Clstn1	MGI:1929895	MP:0005391	NA
10370	CLSTN1	22883	8814	Clstn1	MGI:1929895	MP:0005386	NA
10371	CLSTN1	22883	8814	Clstn1	MGI:1929895	MP:0005397	NA
10372	CLSTN2	64084	49698	Clstn2	MGI:1929897	NA	NA
10373	CLSTN3	9746	22836	Clstn3	MGI:2178323	MP:0005386	NA
10374	CLSTN3	9746	22836	Clstn3	MGI:2178323	MP:0003631	NA
10375	CLSTN3	9746	22836	Clstn3	MGI:2178323	MP:0005390	NA
10376	CLSTN3	9746	22836	Clstn3	MGI:2178323	MP:0005378	NA
10377	CLTA	1211	1384	Clta	MGI:894297	NA	NA
10378	CLTB	1212	37532	Cltb	MGI:1921575	NA	NA
10379	CLTC	1213	3572	Cltc	MGI:2388633	NA	NA
10380	CLU	1191	1382	Clu	MGI:88423	MP:0005376	NA
10381	CLU	1191	1382	Clu	MGI:88423	MP:0005369	NA
10382	CLU	1191	1382	Clu	MGI:88423	MP:0005385	NA
10383	CLU	1191	1382	Clu	MGI:88423	MP:0005386	NA
10384	CLU	1191	1382	Clu	MGI:88423	MP:0005387	NA
10385	CLU	1191	1382	Clu	MGI:88423	MP:0005390	NA
10386	CLU	1191	1382	Clu	MGI:88423	MP:0005367	NA
10387	CLU	1191	1382	Clu	MGI:88423	MP:0003631	NA
10388	CLUAP1	23059	14831	Cluap1	MGI:1924029	MP:0003631	NA
10389	CLUAP1	23059	14831	Cluap1	MGI:1924029	MP:0005390	NA
10390	CLUAP1	23059	14831	Cluap1	MGI:1924029	MP:0005387	NA
10391	CLUAP1	23059	14831	Cluap1	MGI:1924029	MP:0005380	NA
10392	CLUAP1	23059	14831	Cluap1	MGI:1924029	MP:0010768	NA
10393	CLUAP1	23059	14831	Cluap1	MGI:1924029	MP:0005397	NA
10394	CLUAP1	23059	14831	Cluap1	MGI:1924029	MP:0005385	NA
10395	CLUAP1	23059	14831	Cluap1	MGI:1924029	MP:0005378	NA
10396	CLUAP1	23059	14831	Cluap1	MGI:1924029	MP:0005384	NA
10397	CLUAP1	23059	14831	Cluap1	MGI:1924029	MP:0005376	NA
10398	CLUH	23277	9063	Cluh	MGI:1921398	NA	NA
10399	CLVS1	157807	65267	Clvs1	MGI:1921688	NA	NA
10400	CLVS2	134829	27894	Clvs2	MGI:2443223	NA	NA
10401	CLYBL	171425	49925	Clybl	MGI:1916884	NA	NA
10402	CMA1	1215	55606	Cma1	MGI:96941	MP:0005397	NA
10403	CMA1	1215	55606	Cma1	MGI:96941	MP:0005387	NA
10404	CMAS	55907	7670	Cmas	MGI:1337124	NA	NA
10405	CMBL	134147	100714	Cmbl	MGI:1916824	NA	NA
10406	CMC1	152100	12207	Cmc1	MGI:1915149	NA	NA
10407	CMC2	56942	41350	Cmc2	MGI:1913781	NA	NA
10408	CMC4	100272147	106257	Mtcp1	MGI:102699	NA	NA
10409	CMIP	80790	18869	Cmip	MGI:1921690	MP:0005390	NA
10410	CMIP	80790	18869	Cmip	MGI:1921690	MP:0010768	NA
10411	CMKLR1	1240	129967	Cmklr1	MGI:109603	MP:0005384	NA
10412	CMKLR1	1240	129967	Cmklr1	MGI:109603	MP:0005387	NA
10413	CMKLR1	1240	129967	Cmklr1	MGI:109603	MP:0005388	NA
10414	CMKLR1	1240	129967	Cmklr1	MGI:109603	MP:0005397	NA
10415	CMPK1	51727	32308	Cmpk1	MGI:1913838	NA	NA
10416	CMPK2	129607	10748	Cmpk2	MGI:99830	NA	NA
10417	CMSS1	84319	11979	Cmss1	MGI:1913747	NA	NA
10418	CMTM2	146225	88915	Cmtm2b	MGI:2447311	NA	NA
10419	CMTM3	123920	11486	Cmtm3	MGI:2447162	NA	NA
10420	CMTM4	146223	45211	Cmtm4	MGI:2142888	NA	NA
10421	CMTM5	116173	16322	Cmtm5	MGI:2447164	NA	NA
10422	CMTM6	54918	9845	Cmtm6	MGI:2447165	MP:0005376	NA
10423	CMTM7	112616	15882	Cmtm7	MGI:2447166	NA	NA
10424	CMTM8	152189	12345	Cmtm8	MGI:2447167	NA	NA
10425	CMTR1	23070	9003	Cmtr1	MGI:1921407	NA	NA
10426	CMTR2	55783	10144	Cmtr2	MGI:2384580	NA	NA
10427	CNBD1	168975	27843	Cnbd1	MGI:3650508	MP:0005376	NA
10428	CNBD1	168975	27843	Cnbd1	MGI:3650508	MP:0005397	NA
10429	CNBD2	140894	15440	Cnbd2	MGI:1918123	MP:0005389	NA
10430	CNBD2	140894	15440	Cnbd2	MGI:1918123	MP:0005384	NA
10431	CNBD2	140894	15440	Cnbd2	MGI:1918123	MP:0005379	NA
10432	CNBP	7555	2567	Cnbp	MGI:88431	MP:0005382	NA
10433	CNBP	7555	2567	Cnbp	MGI:88431	MP:0005384	NA
10434	CNBP	7555	2567	Cnbp	MGI:88431	MP:0005380	NA
10435	CNBP	7555	2567	Cnbp	MGI:88431	MP:0010768	NA
10436	CNBP	7555	2567	Cnbp	MGI:88431	MP:0005378	NA
10437	CNBP	7555	2567	Cnbp	MGI:88431	MP:0003631	NA
10438	CNBP	7555	2567	Cnbp	MGI:88431	MP:0005391	NA
10439	CNBP	7555	2567	Cnbp	MGI:88431	MP:0005390	NA
10440	CNDP1	84735	57178	Cndp1	MGI:2451097	NA	NA
10441	CNDP2	55748	10085	Cndp2	MGI:1913304	NA	NA
10442	CNEP1R1	255919	14472	Cnep1r1	MGI:1921981	NA	NA
10443	CNFN	84518	13039	Cnfn	MGI:1919633	NA	NA
10444	CNGA1	1259	55432	Cnga1	MGI:88436	NA	NA
10445	CNGA2	1260	32022	Cnga2	MGI:108040	MP:0010768	NA
10446	CNGA2	1260	32022	Cnga2	MGI:108040	MP:0005388	NA
10447	CNGA2	1260	32022	Cnga2	MGI:108040	MP:0003631	NA
10448	CNGA2	1260	32022	Cnga2	MGI:108040	MP:0005382	NA
10449	CNGA2	1260	32022	Cnga2	MGI:108040	MP:0005378	NA
10450	CNGA2	1260	32022	Cnga2	MGI:108040	MP:0005394	NA
10451	CNGA3	1261	994	Cnga3	MGI:1341818	MP:0005391	NA
10452	CNGA3	1261	994	Cnga3	MGI:1341818	MP:0003631	NA
10453	CNGA3	1261	994	Cnga3	MGI:1341818	MP:0005386	NA
10454	CNGA3	1261	994	Cnga3	MGI:1341818	MP:0005394	NA
10455	CNGA4	1262	13579	Cnga4	MGI:2664099	MP:0005394	NA
10456	CNGB3	54714	40908	Cngb3	MGI:1353562	MP:0005384	NA
10457	CNGB3	54714	40908	Cngb3	MGI:1353562	MP:0005391	NA
10458	CNGB3	54714	40908	Cngb3	MGI:1353562	MP:0003631	NA
10459	CNIH1	10175	4219	Cnih1	MGI:1277202	MP:0005386	NA
10460	CNIH1	10175	4219	Cnih1	MGI:1277202	MP:0005378	NA
10461	CNIH2	254263	7671	Cnih2	MGI:1277225	MP:0002873	NA
10462	CNIH2	254263	7671	Cnih2	MGI:1277225	MP:0003631	NA
10463	CNIH3	149111	12486	Cnih3	MGI:1920228	MP:0003631	NA
10464	CNIH3	149111	12486	Cnih3	MGI:1920228	MP:0002873	NA
10465	CNIH4	29097	5932	Cnih4	MGI:1925828	NA	NA
10466	CNKSR1	10256	4604	Cnksr1	MGI:2670958	NA	NA
10467	CNKSR2	22866	8956	Cnksr2	MGI:2661175	NA	NA
10468	CNKSR3	154043	18192	Cnksr3	MGI:2674130	NA	NA
10469	CNN1	1264	995	Cnn1	MGI:104979	MP:0005390	NA
10470	CNN1	1264	995	Cnn1	MGI:104979	MP:0005371	NA
10471	CNN1	1264	995	Cnn1	MGI:104979	MP:0010768	NA
10472	CNN1	1264	995	Cnn1	MGI:104979	MP:0005384	NA
10473	CNN1	1264	995	Cnn1	MGI:104979	MP:0005376	NA
10474	CNN2	1265	3215	Cnn2	MGI:105093	MP:0005397	NA
10475	CNN2	1265	3215	Cnn2	MGI:105093	MP:0005387	NA
10476	CNN2	1265	3215	Cnn2	MGI:105093	MP:0005376	NA
10477	CNN2	1265	3215	Cnn2	MGI:105093	MP:0005384	NA
10478	CNN3	1266	37533	Cnn3	MGI:1919244	NA	NA
10479	CNNM1	26507	10673	Cnnm1	MGI:1891366	NA	NA
10480	CNNM2	54805	9761	Cnnm2	MGI:2151054	NA	NA
10481	CNNM3	26505	23029	Cnnm3	MGI:2151055	NA	NA
10482	CNNM4	26504	75662	Cnnm4	MGI:2151060	MP:0005381	NA
10483	CNNM4	26504	75662	Cnnm4	MGI:2151060	MP:0005367	NA
10484	CNNM4	26504	75662	Cnnm4	MGI:2151060	MP:0005378	NA
10485	CNNM4	26504	75662	Cnnm4	MGI:2151060	MP:0010768	NA
10486	CNNM4	26504	75662	Cnnm4	MGI:2151060	MP:0005382	NA
10487	CNNM4	26504	75662	Cnnm4	MGI:2151060	MP:0005376	NA
10488	CNOT1	23019	9453	Cnot1	MGI:2442402	NA	NA
10489	CNOT10	25904	41040	Cnot10	MGI:1926143	NA	NA
10490	CNOT11	55571	9711	Cnot11	MGI:106580	NA	NA
10491	CNOT2	4848	40953	Cnot2	MGI:1919318	NA	NA
10492	CNOT3	4849	133900	Cnot3	MGI:2385261	MP:0010771	NA
10493	CNOT3	4849	133900	Cnot3	MGI:2385261	MP:0005378	NA
10494	CNOT3	4849	133900	Cnot3	MGI:2385261	MP:0005375	NA
10495	CNOT3	4849	133900	Cnot3	MGI:2385261	MP:0005369	NA
10496	CNOT3	4849	133900	Cnot3	MGI:2385261	MP:0005384	NA
10497	CNOT3	4849	133900	Cnot3	MGI:2385261	MP:0005376	NA
10498	CNOT3	4849	133900	Cnot3	MGI:2385261	MP:0005387	NA
10499	CNOT3	4849	133900	Cnot3	MGI:2385261	MP:0005390	NA
10500	CNOT3	4849	133900	Cnot3	MGI:2385261	MP:0005380	NA
10501	CNOT3	4849	133900	Cnot3	MGI:2385261	MP:0005370	NA
10502	CNOT3	4849	133900	Cnot3	MGI:2385261	MP:0010768	NA
10503	CNOT3	4849	133900	Cnot3	MGI:2385261	MP:0005385	NA
10504	CNOT3	4849	133900	Cnot3	MGI:2385261	MP:0005397	NA
10505	CNOT4	4850	40870	Cnot4	MGI:1859026	NA	NA
10506	CNOT6	57472	69187	Cnot6	MGI:2144529	MP:0005390	NA
10507	CNOT6	57472	69187	Cnot6	MGI:2144529	MP:0010768	NA
10508	CNOT6L	246175	100830	Cnot6l	MGI:2443154	NA	NA
10509	CNOT7	29883	49011	Cnot7	MGI:1298230	MP:0005389	NA
10510	CNOT7	29883	49011	Cnot7	MGI:1298230	MP:0005384	NA
10511	CNOT7	29883	49011	Cnot7	MGI:1298230	MP:0005379	NA
10512	CNOT8	9337	48304	Cnot8	MGI:1916375	NA	NA
10513	CNP	1267	7672	Cnp	MGI:88437	MP:0005376	NA
10514	CNP	1267	7672	Cnp	MGI:88437	MP:0005369	NA
10515	CNP	1267	7672	Cnp	MGI:88437	MP:0005379	NA
10516	CNP	1267	7672	Cnp	MGI:88437	MP:0005389	NA
10517	CNP	1267	7672	Cnp	MGI:88437	MP:0010768	NA
10518	CNP	1267	7672	Cnp	MGI:88437	MP:0005397	NA
10519	CNP	1267	7672	Cnp	MGI:88437	MP:0005378	NA
10520	CNP	1267	7672	Cnp	MGI:88437	MP:0005388	NA
10521	CNP	1267	7672	Cnp	MGI:88437	MP:0005386	NA
10522	CNP	1267	7672	Cnp	MGI:88437	MP:0005390	NA
10523	CNP	1267	7672	Cnp	MGI:88437	MP:0005387	NA
10524	CNP	1267	7672	Cnp	MGI:88437	MP:0005391	NA
10525	CNP	1267	7672	Cnp	MGI:88437	MP:0003631	NA
10526	CNP	1267	7672	Cnp	MGI:88437	MP:0005381	NA
10527	CNPPD1	27013	9238	Cnppd1	MGI:1916421	NA	NA
10528	CNPY1	285888	89678	Cnpy1	MGI:2442451	NA	NA
10529	CNPY2	10330	40934	Cnpy2	MGI:1928477	NA	NA
10530	CNPY3	10695	4803	Cnpy3	MGI:1919279	MP:0005397	NA
10531	CNPY3	10695	4803	Cnpy3	MGI:1919279	MP:0010768	NA
10532	CNPY3	10695	4803	Cnpy3	MGI:1919279	MP:0005387	NA
10533	CNPY3	10695	4803	Cnpy3	MGI:1919279	MP:0005378	NA
10534	CNPY4	245812	15196	Cnpy4	MGI:1913705	MP:0005389	NA
10535	CNR1	1268	7273	Cnr1	MGI:104615	MP:0005381	NA
10536	CNR1	1268	7273	Cnr1	MGI:104615	MP:0003631	NA
10537	CNR1	1268	7273	Cnr1	MGI:104615	MP:0005390	NA
10538	CNR1	1268	7273	Cnr1	MGI:104615	MP:0005386	NA
10539	CNR1	1268	7273	Cnr1	MGI:104615	MP:0005394	NA
10540	CNR1	1268	7273	Cnr1	MGI:104615	MP:0005375	NA
10541	CNR1	1268	7273	Cnr1	MGI:104615	MP:0005378	NA
10542	CNR1	1268	7273	Cnr1	MGI:104615	MP:0005395	NA
10543	CNR1	1268	7273	Cnr1	MGI:104615	MP:0010768	NA
10544	CNR1	1268	7273	Cnr1	MGI:104615	MP:0010771	NA
10545	CNR1	1268	7273	Cnr1	MGI:104615	MP:0002873	NA
10546	CNR1	1268	7273	Cnr1	MGI:104615	MP:0005389	NA
10547	CNR1	1268	7273	Cnr1	MGI:104615	MP:0005376	NA
10548	CNR1	1268	7273	Cnr1	MGI:104615	MP:0005384	NA
10549	CNR2	1269	1389	Cnr2	MGI:104650	MP:0005397	NA
10550	CNR2	1269	1389	Cnr2	MGI:104650	MP:0005387	NA
10551	CNR2	1269	1389	Cnr2	MGI:104650	MP:0010771	NA
10552	CNRIP1	25927	9153	Cnrip1	MGI:1917505	NA	NA
10553	CNST	163882	17139	Cnst	MGI:2445141	NA	NA
10554	CNTD1	124817	12237	Cntd1	MGI:1923965	NA	NA
10555	CNTF	1270	8288	Cntf	MGI:88439	MP:0005369	NA
10556	CNTF	1270	8288	Cntf	MGI:88439	MP:0003631	NA
10557	CNTF	1270	8288	Cntf	MGI:88439	MP:0005376	NA
10558	CNTF	1270	8288	Cntf	MGI:88439	MP:0005387	NA
10559	CNTF	1270	8288	Cntf	MGI:88439	MP:0005384	NA
10560	CNTF	1270	8288	Cntf	MGI:88439	MP:0005386	NA
10561	CNTF	1270	8288	Cntf	MGI:88439	MP:0005397	NA
10562	CNTFR	1271	9619	Cntfr	MGI:99605	MP:0003631	NA
10563	CNTFR	1271	9619	Cntfr	MGI:99605	MP:0010768	NA
10564	CNTFR	1271	9619	Cntfr	MGI:99605	MP:0005386	NA
10565	CNTLN	54875	9805	Cntln	MGI:2443104	NA	NA
10566	CNTN1	1272	7274	Cntn1	MGI:105980	MP:0005386	NA
10567	CNTN1	1272	7274	Cntn1	MGI:105980	MP:0010768	NA
10568	CNTN1	1272	7274	Cntn1	MGI:105980	MP:0005381	NA
10569	CNTN1	1272	7274	Cntn1	MGI:105980	MP:0003631	NA
10570	CNTN1	1272	7274	Cntn1	MGI:105980	MP:0005384	NA
10571	CNTN1	1272	7274	Cntn1	MGI:105980	MP:0005378	NA
10572	CNTN1	1272	7274	Cntn1	MGI:105980	MP:0010771	NA
10573	CNTN2	6900	3720	Cntn2	MGI:104518	MP:0005386	NA
10574	CNTN2	6900	3720	Cntn2	MGI:104518	MP:0003631	NA
10575	CNTN2	6900	3720	Cntn2	MGI:104518	MP:0005371	NA
10576	CNTN3	5067	7461	Cntn3	MGI:99534	NA	NA
10577	CNTN4	152330	14257	Cntn4	MGI:1095737	MP:0003631	NA
10578	CNTN5	53942	28447	Cntn5	MGI:3042287	MP:0003631	NA
10579	CNTN5	53942	28447	Cntn5	MGI:3042287	MP:0005386	NA
10580	CNTN6	27255	8702	Cntn6	MGI:1858223	MP:0005386	NA
10581	CNTN6	27255	8702	Cntn6	MGI:1858223	MP:0003631	NA
10582	CNTNAP1	8506	2693	Cntnap1	MGI:1858201	MP:0003631	NA
10583	CNTNAP1	8506	2693	Cntnap1	MGI:1858201	MP:0005391	NA
10584	CNTNAP1	8506	2693	Cntnap1	MGI:1858201	MP:0005390	NA
10585	CNTNAP1	8506	2693	Cntnap1	MGI:1858201	MP:0005386	NA
10586	CNTNAP1	8506	2693	Cntnap1	MGI:1858201	MP:0005389	NA
10587	CNTNAP1	8506	2693	Cntnap1	MGI:1858201	MP:0010768	NA
10588	CNTNAP1	8506	2693	Cntnap1	MGI:1858201	MP:0005378	NA
10589	CNTNAP1	8506	2693	Cntnap1	MGI:1858201	MP:0005369	NA
10590	CNTNAP2	26047	69159	Cntnap2	MGI:1914047	MP:0005384	NA
10591	CNTNAP2	26047	69159	Cntnap2	MGI:1914047	MP:0005386	NA
10592	CNTNAP2	26047	69159	Cntnap2	MGI:1914047	MP:0005378	NA
10593	CNTNAP2	26047	69159	Cntnap2	MGI:1914047	MP:0010771	NA
10594	CNTNAP2	26047	69159	Cntnap2	MGI:1914047	MP:0005394	NA
10595	CNTNAP2	26047	69159	Cntnap2	MGI:1914047	MP:0003631	NA
10596	CNTNAP3	79937	129602	Cntnap3	MGI:3588199	NA	NA
10597	CNTNAP4	85445	24912	Cntnap4	MGI:2183572	MP:0005386	NA
10598	CNTNAP4	85445	24912	Cntnap4	MGI:2183572	MP:0005376	NA
10599	CNTNAP4	85445	24912	Cntnap4	MGI:2183572	MP:0003631	NA
10600	CNTNAP5	129684	43974	Cntnap5a	MGI:3643623	NA	NA
10601	CNTRL	11064	38260	Cntrl	MGI:1889576	MP:0005385	NA
10602	CNTRL	11064	38260	Cntrl	MGI:1889576	MP:0005367	NA
10603	CNTROB	116840	14205	Cntrob	MGI:2443290	NA	NA
10604	COA3	28958	69156	Coa3	MGI:1098757	NA	NA
10605	COA4	51287	9567	Coa4	MGI:1915435	NA	NA
10606	COA5	493753	82943	Coa5	MGI:1923428	MP:0010768	NA
10607	COA5	493753	82943	Coa5	MGI:1923428	MP:0005371	NA
10608	COA5	493753	82943	Coa5	MGI:1923428	MP:0005390	NA
10609	COA7	65260	11317	Coa7	MGI:1917143	NA	NA
10610	COASY	80347	11889	Coasy	MGI:1918993	NA	NA
10611	COBL	23242	9058	Cobl	MGI:105056	MP:0002873	NA
10612	COBL	23242	9058	Cobl	MGI:105056	MP:0003631	NA
10613	COBLL1	22837	8933	Cobll1	MGI:2442894	NA	NA
10614	COCH	1690	20868	Coch	MGI:1278313	MP:0002873	NA
10615	COCH	1690	20868	Coch	MGI:1278313	MP:0005377	NA
10616	COG1	9382	8411	Cog1	MGI:1333873	NA	NA
10617	COG2	22796	7206	Cog2	MGI:1923582	MP:0010768	NA
10618	COG3	83548	5854	Cog3	MGI:2450151	MP:0005391	NA
10619	COG3	83548	5854	Cog3	MGI:2450151	MP:0010768	NA
10620	COG4	25839	7155	Cog4	MGI:2142808	NA	NA
10621	COG5	10466	42221	Cog5	MGI:2145130	NA	NA
10622	COG6	57511	10802	Cog6	MGI:1914792	NA	NA
10623	COG7	91949	33431	Cog7	MGI:2685013	NA	NA
10624	COG8	84342	13018	Cog8	MGI:2142885	NA	NA
10625	COIL	8161	3413	Coil	MGI:104842	MP:0010768	NA
10626	COIL	8161	3413	Coil	MGI:104842	MP:0005384	NA
10627	COL10A1	1300	55466	Col10a1	MGI:88445	MP:0005387	NA
10628	COL10A1	1300	55466	Col10a1	MGI:88445	MP:0005390	NA
10629	COL10A1	1300	55466	Col10a1	MGI:88445	MP:0005371	NA
10630	COL10A1	1300	55466	Col10a1	MGI:88445	MP:0003631	NA
10631	COL10A1	1300	55466	Col10a1	MGI:88445	MP:0010768	NA
10632	COL10A1	1300	55466	Col10a1	MGI:88445	MP:0005397	NA
10633	COL10A1	1300	55466	Col10a1	MGI:88445	MP:0005378	NA
10634	COL10A1	1300	55466	Col10a1	MGI:88445	MP:0005379	NA
10635	COL10A1	1300	55466	Col10a1	MGI:88445	MP:0005386	NA
10636	COL10A1	1300	55466	Col10a1	MGI:88445	MP:0005384	NA
10637	COL10A1	1300	55466	Col10a1	MGI:88445	MP:0005382	NA
10638	COL11A1	1301	56389	Col11a1	MGI:88446	MP:0005382	NA
10639	COL11A1	1301	56389	Col11a1	MGI:88446	MP:0005378	NA
10640	COL11A1	1301	56389	Col11a1	MGI:88446	MP:0005388	NA
10641	COL11A1	1301	56389	Col11a1	MGI:88446	MP:0005387	NA
10642	COL11A1	1301	56389	Col11a1	MGI:88446	MP:0005390	NA
10643	COL11A1	1301	56389	Col11a1	MGI:88446	MP:0003631	NA
10644	COL11A1	1301	56389	Col11a1	MGI:88446	MP:0005377	NA
10645	COL11A1	1301	56389	Col11a1	MGI:88446	MP:0005371	NA
10646	COL11A1	1301	56389	Col11a1	MGI:88446	MP:0005381	NA
10647	COL11A1	1301	56389	Col11a1	MGI:88446	MP:0010768	NA
10648	COL11A2	1302	22547	Col11a2	MGI:88447	MP:0005382	NA
10649	COL11A2	1302	22547	Col11a2	MGI:88447	MP:0005378	NA
10650	COL11A2	1302	22547	Col11a2	MGI:88447	MP:0005377	NA
10651	COL11A2	1302	22547	Col11a2	MGI:88447	MP:0005390	NA
10652	COL12A1	1303	3217	Col12a1	MGI:88448	MP:0010768	NA
10653	COL12A1	1303	3217	Col12a1	MGI:88448	MP:0005386	NA
10654	COL12A1	1303	3217	Col12a1	MGI:88448	MP:0005390	NA
10655	COL12A1	1303	3217	Col12a1	MGI:88448	MP:0005369	NA
10656	COL12A1	1303	3217	Col12a1	MGI:88448	MP:0005371	NA
10657	COL12A1	1303	3217	Col12a1	MGI:88448	MP:0005378	NA
10658	COL13A1	1305	22421	Col13a1	MGI:1277201	MP:0005376	NA
10659	COL13A1	1305	22421	Col13a1	MGI:1277201	MP:0005384	NA
10660	COL13A1	1305	22421	Col13a1	MGI:1277201	MP:0005369	NA
10661	COL13A1	1305	22421	Col13a1	MGI:1277201	MP:0005378	NA
10662	COL13A1	1305	22421	Col13a1	MGI:1277201	MP:0005386	NA
10663	COL13A1	1305	22421	Col13a1	MGI:1277201	MP:0005387	NA
